Date time,Home (kW),Solar (kW),Grid (kW)
2023-07-09T00:00:00-05:00,1.4,0.0,3.0
2023-07-09T00:05:00-05:00,3.0,0.0,3.0
2023-07-09T00:10:00-05:00,3.0,0.0,3.0
2023-07-09T00:15:00-05:00,3.0,0.0,2.5
2023-07-09T00:20:00-05:00,2.5,0.0,0.3
2023-07-09T00:25:00-05:00,0.3,0.0,1.9
2023-07-09T00:30:00-05:00,1.9,0.0,2.9
2023-07-09T00:35:00-05:00,2.9,0.0,2.4
2023-07-09T00:40:00-05:00,2.4,0.0,0.2
2023-07-09T00:45:00-05:00,0.2,0.0,1.3
2023-07-09T00:50:00-05:00,1.3,0.0,2.9
2023-07-09T00:55:00-05:00,2.9,0.0,2.9
2023-07-09T01:00:00-05:00,2.9,0.0,0.3
2023-07-09T01:05:00-05:00,0.3,0.0,0.2
2023-07-09T01:10:00-05:00,0.2,0.0,1.3
2023-07-09T01:15:00-05:00,1.3,0.0,2.9
2023-07-09T01:20:00-05:00,2.9,0.0,1.9
2023-07-09T01:25:00-05:00,1.9,0.0,0.2
2023-07-09T01:30:00-05:00,0.2,0.0,0.2
2023-07-09T01:35:00-05:00,0.2,0.0,1.2
2023-07-09T01:40:00-05:00,1.2,0.0,2.9
2023-07-09T01:45:00-05:00,2.9,0.0,2.0
2023-07-09T01:50:00-05:00,2.0,0.0,0.2
2023-07-09T01:55:00-05:00,0.2,0.0,0.2
2023-07-09T02:00:00-05:00,0.2,0.0,0.7
2023-07-09T02:05:00-05:00,0.7,0.0,2.9
2023-07-09T02:10:00-05:00,2.9,0.0,2.4
2023-07-09T02:15:00-05:00,2.4,0.0,0.2
2023-07-09T02:20:00-05:00,0.2,0.0,0.2
2023-07-09T02:25:00-05:00,0.2,0.0,0.2
2023-07-09T02:30:00-05:00,0.2,0.0,2.8
2023-07-09T02:35:00-05:00,2.8,0.0,1.9
2023-07-09T02:40:00-05:00,1.9,0.0,0.2
2023-07-09T02:45:00-05:00,0.2,0.0,0.2
2023-07-09T02:50:00-05:00,0.2,0.0,0.2
2023-07-09T02:55:00-05:00,0.2,0.0,2.3
