Date time,Home (kW),Solar (kW),Grid (kW)
2023-07-07T00:00:00-05:00,0.3,0.0,1.9
2023-07-07T00:05:00-05:00,1.9,0.0,3.0
2023-07-07T00:10:00-05:00,3.0,0.0,1.5
2023-07-07T00:15:00-05:00,1.5,0.0,0.2
2023-07-07T00:20:00-05:00,0.2,0.0,1.3
2023-07-07T00:25:00-05:00,1.3,0.0,3.0
2023-07-07T00:30:00-05:00,3.0,0.0,2.0
2023-07-07T00:35:00-05:00,2.0,0.0,0.2
2023-07-07T00:40:00-05:00,0.2,0.0,1.3
2023-07-07T00:45:00-05:00,1.3,0.0,3.0
2023-07-07T00:50:00-05:00,3.0,0.0,2.0
2023-07-07T00:55:00-05:00,2.0,0.0,0.2
2023-07-07T01:00:00-05:00,0.2,0.0,0.7
2023-07-07T01:05:00-05:00,0.7,0.0,2.9
2023-07-07T01:10:00-05:00,2.9,0.0,2.0
2023-07-07T01:15:00-05:00,2.0,0.0,0.2
2023-07-07T01:20:00-05:00,0.2,0.0,0.2
2023-07-07T01:25:00-05:00,0.2,0.0,2.9
2023-07-07T01:30:00-05:00,2.9,0.0,2.5
2023-07-07T01:35:00-05:00,2.5,0.0,0.2
2023-07-07T01:40:00-05:00,0.2,0.0,0.2
2023-07-07T01:45:00-05:00,0.2,0.0,1.7
2023-07-07T01:50:00-05:00,1.7,0.0,2.9
2023-07-07T01:55:00-05:00,2.9,0.0,0.3
2023-07-07T02:00:00-05:00,0.3,0.0,0.2
2023-07-07T02:05:00-05:00,0.2,0.0,0.2
2023-07-07T02:10:00-05:00,0.2,0.0,2.9
2023-07-07T02:15:00-05:00,2.9,0.0,1.7
2023-07-07T02:20:00-05:00,1.7,0.0,0.2
2023-07-07T02:25:00-05:00,0.2,0.0,0.3
2023-07-07T02:30:00-05:00,0.3,0.0,2.3
2023-07-07T02:35:00-05:00,2.3,0.0,1.9
2023-07-07T02:40:00-05:00,1.9,0.0,0.2
2023-07-07T02:45:00-05:00,0.2,0.0,0.2
2023-07-07T02:50:00-05:00,0.2,0.0,1.8
2023-07-07T02:55:00-05:00,1.8,0.0,2.9
2023-07-07T03:00:00-05:00,2.9,0.0,0.8
2023-07-07T03:05:00-05:00,0.8,0.0,0.2
2023-07-07T03:10:00-05:00,0.2,0.0,0.2
2023-07-07T03:15:00-05:00,0.2,0.0,2.4
2023-07-07T03:20:00-05:00,2.4,0.0,2.4
2023-07-07T03:25:00-05:00,2.4,0.0,0.2
2023-07-07T03:30:00-05:00,0.2,0.0,0.2
2023-07-07T03:35:00-05:00,0.2,0.0,0.2
2023-07-07T03:40:00-05:00,0.2,0.0,2.9
2023-07-07T03:45:00-05:00,2.9,0.0,1.9
2023-07-07T03:50:00-05:00,1.9,0.0,0.2
2023-07-07T03:55:00-05:00,0.2,0.0,0.3
2023-07-07T04:00:00-05:00,0.3,0.0,0.2
2023-07-07T04:05:00-05:00,0.2,0.0,1.8
2023-07-07T04:10:00-05:00,1.8,0.0,2.4
2023-07-07T04:15:00-05:00,2.4,0.0,0.2
2023-07-07T04:20:00-05:00,0.2,0.0,0.2
2023-07-07T04:25:00-05:00,0.2,0.0,0.2
2023-07-07T04:30:00-05:00,0.2,0.0,2.4
2023-07-07T04:35:00-05:00,2.4,0.0,2.0
2023-07-07T04:40:00-05:00,2.0,0.0,0.2
2023-07-07T04:45:00-05:00,0.2,0.0,0.2
2023-07-07T04:50:00-05:00,0.2,0.0,0.2
2023-07-07T04:55:00-05:00,0.2,0.0,1.8
2023-07-07T05:00:00-05:00,1.8,0.0,2.3
2023-07-07T05:05:00-05:00,2.3,0.0,0.2
2023-07-07T05:10:00-05:00,0.2,0.0,0.2
2023-07-07T05:15:00-05:00,0.2,0.0,0.2
2023-07-07T05:20:00-05:00,0.2,0.0,0.7
2023-07-07T05:25:00-05:00,0.7,0.0,2.8
2023-07-07T05:30:00-05:00,2.8,0.0,0.8
2023-07-07T05:35:00-05:00,0.8,0.0,0.2
2023-07-07T05:40:00-05:00,0.2,0.0,0.2
2023-07-07T05:45:00-05:00,0.2,0.0,0.2
