Date time,Home (kW),Solar (kW),Grid (kW)
2023-07-08T00:00:00-05:00,3.0,0.0,3.0
2023-07-08T00:05:00-05:00,3.0,0.0,1.4
2023-07-08T00:10:00-05:00,1.4,0.0,1.2
2023-07-08T00:15:00-05:00,1.2,0.0,7.8
2023-07-08T00:20:00-05:00,7.8,0.0,3.0
2023-07-08T00:25:00-05:00,3.0,0.0,3.0
2023-07-08T00:30:00-05:00,3.0,0.0,2.0
2023-07-08T00:35:00-05:00,2.0,0.0,0.2
2023-07-08T00:40:00-05:00,0.2,0.0,1.3
2023-07-08T00:45:00-05:00,1.3,0.0,3.0
2023-07-08T00:50:00-05:00,3.0,0.0,3.0
2023-07-08T00:55:00-05:00,3.0,0.0,0.8
2023-07-08T01:00:00-05:00,0.8,0.0,0.2
2023-07-08T01:05:00-05:00,0.2,0.0,3.0
2023-07-08T01:10:00-05:00,3.0,0.0,3.0
2023-07-08T01:15:00-05:00,3.0,0.0,0.9
2023-07-08T01:20:00-05:00,0.9,0.0,0.2
2023-07-08T01:25:00-05:00,0.2,0.0,0.2
2023-07-08T01:30:00-05:00,0.2,0.0,2.4
2023-07-08T01:35:00-05:00,2.4,0.0,3.0
2023-07-08T01:40:00-05:00,3.0,0.0,2.0
2023-07-08T01:45:00-05:00,2.0,0.0,0.2
2023-07-08T01:50:00-05:00,0.2,0.0,0.2
2023-07-08T01:55:00-05:00,0.2,0.0,0.7
2023-07-08T02:00:00-05:00,0.7,0.0,3.0
2023-07-08T02:05:00-05:00,3.0,0.0,2.5
2023-07-08T02:10:00-05:00,2.5,0.0,0.3
2023-07-08T02:15:00-05:00,0.3,0.0,0.2
2023-07-08T02:20:00-05:00,0.2,0.0,0.8
2023-07-08T02:25:00-05:00,0.8,0.0,2.9
2023-07-08T02:30:00-05:00,2.9,0.0,1.3
2023-07-08T02:35:00-05:00,1.3,0.0,0.2
2023-07-08T02:40:00-05:00,0.2,0.0,0.2
2023-07-08T02:45:00-05:00,0.2,0.0,1.8
2023-07-08T02:50:00-05:00,1.8,0.0,2.5
2023-07-08T02:55:00-05:00,2.5,0.0,0.3
2023-07-08T03:00:00-05:00,0.3,0.0,0.2
2023-07-08T03:05:00-05:00,0.2,0.0,0.2
2023-07-08T03:10:00-05:00,0.2,0.0,1.8
2023-07-08T03:15:00-05:00,1.8,0.0,2.9
2023-07-08T03:20:00-05:00,2.9,0.0,0.8
2023-07-08T03:25:00-05:00,0.8,0.0,0.2
2023-07-08T03:30:00-05:00,0.2,0.0,0.2
2023-07-08T03:35:00-05:00,0.2,0.0,1.3
2023-07-08T03:40:00-05:00,1.3,0.0,2.9
2023-07-08T03:45:00-05:00,2.9,0.0,1.4
2023-07-08T03:50:00-05:00,1.4,0.0,0.2
2023-07-08T03:55:00-05:00,0.2,0.0,0.2
2023-07-08T04:00:00-05:00,0.2,0.0,1.8
2023-07-08T04:05:00-05:00,1.8,0.0,2.9
2023-07-08T04:10:00-05:00,2.9,0.0,0.3
2023-07-08T04:15:00-05:00,0.3,0.0,0.2
2023-07-08T04:20:00-05:00,0.2,0.0,0.2
2023-07-08T04:25:00-05:00,0.2,0.0,1.8
2023-07-08T04:30:00-05:00,1.8,0.0,2.5
2023-07-08T04:35:00-05:00,2.5,0.0,0.3
2023-07-08T04:40:00-05:00,0.3,0.0,0.2
2023-07-08T04:45:00-05:00,0.2,0.0,0.3
2023-07-08T04:50:00-05:00,0.3,0.0,2.4
2023-07-08T04:55:00-05:00,2.4,0.0,2.0
2023-07-08T05:00:00-05:00,2.0,0.0,0.2
2023-07-08T05:05:00-05:00,0.2,0.0,0.2
2023-07-08T05:10:00-05:00,0.2,0.0,3.0
2023-07-08T05:15:00-05:00,3.0,0.0,4.7
2023-07-08T05:20:00-05:00,4.7,0.0,1.9
2023-07-08T05:25:00-05:00,1.9,0.0,0.2
2023-07-08T05:30:00-05:00,0.2,0.0,0.2
2023-07-08T05:35:00-05:00,0.2,0.0,0.7
2023-07-08T05:40:00-05:00,0.7,0.0,2.9
2023-07-08T05:45:00-05:00,2.9,0.0,0.9
2023-07-08T05:50:00-05:00,0.9,0.0,0.2
2023-07-08T05:55:00-05:00,0.2,0.0,0.2
2023-07-08T06:00:00-05:00,0.2,0.0,0.2
2023-07-08T06:05:00-05:00,0.2,0.0,0.2
2023-07-08T06:10:00-05:00,0.2,0.0,0.2
2023-07-08T06:15:00-05:00,0.2,0.0,0.2
2023-07-08T06:20:00-05:00,0.2,0.0,0.2
2023-07-08T06:25:00-05:00,0.2,0.0,0.2
2023-07-08T06:30:00-05:00,0.2,0.0,0.2
2023-07-08T06:35:00-05:00,0.2,0.0,0.2
2023-07-08T06:40:00-05:00,0.2,0.0,0.2
2023-07-08T06:45:00-05:00,0.2,0.0,0.2
2023-07-08T06:50:00-05:00,0.2,0.0,0.2
2023-07-08T06:55:00-05:00,0.2,0.0,0.2
2023-07-08T07:00:00-05:00,0.2,0.0,0.2
2023-07-08T07:05:00-05:00,0.2,0.0,0.2
2023-07-08T07:10:00-05:00,0.2,0.0,0.1
2023-07-08T07:15:00-05:00,0.1,0.0,0.1
2023-07-08T07:20:00-05:00,0.1,0.0,0.2
2023-07-08T07:25:00-05:00,0.3,0.1,0.2
2023-07-08T07:30:00-05:00,0.3,0.1,0.2
2023-07-08T07:35:00-05:00,0.3,0.1,0.2
2023-07-08T07:40:00-05:00,0.3,0.1,0.1
2023-07-08T07:45:00-05:00,0.3,0.2,0.0
2023-07-08T07:50:00-05:00,0.2,0.2,0.0
2023-07-08T07:55:00-05:00,0.3,0.3,0.0
2023-07-08T08:00:00-05:00,0.3,0.3,0.0
2023-07-08T08:05:00-05:00,0.3,0.3,0.0
2023-07-08T08:10:00-05:00,0.2,0.4,0.0
2023-07-08T08:15:00-05:00,0.2,0.5,0.0
2023-07-08T08:20:00-05:00,0.3,0.5,0.0
2023-07-08T08:25:00-05:00,0.3,0.5,0.0
2023-07-08T08:30:00-05:00,0.4,0.5,0.0
2023-07-08T08:35:00-05:00,0.9,0.5,0.0
2023-07-08T08:40:00-05:00,0.4,0.6,0.3
2023-07-08T08:45:00-05:00,0.4,0.7,0.0
2023-07-08T08:50:00-05:00,0.4,0.4,0.0
2023-07-08T08:55:00-05:00,0.4,0.3,0.0
2023-07-08T09:00:00-05:00,0.4,0.4,0.0
2023-07-08T09:05:00-05:00,0.4,0.4,0.0
2023-07-08T09:10:00-05:00,0.4,0.6,0.1
2023-07-08T09:15:00-05:00,0.4,0.6,0.0
2023-07-08T09:20:00-05:00,0.5,0.5,0.0
2023-07-08T09:25:00-05:00,0.5,0.5,0.0
2023-07-08T09:30:00-05:00,0.5,0.5,0.0
2023-07-08T09:35:00-05:00,0.4,0.4,0.0
2023-07-08T09:40:00-05:00,0.4,0.4,0.0
2023-07-08T09:45:00-05:00,3.3,0.5,0.0
2023-07-08T09:50:00-05:00,1.4,0.6,0.0
2023-07-08T09:55:00-05:00,0.6,0.6,0.0
2023-07-08T10:00:00-05:00,0.5,0.6,0.0
2023-07-08T10:05:00-05:00,0.5,0.7,0.0
2023-07-08T10:10:00-05:00,0.5,0.8,2.8
2023-07-08T10:15:00-05:00,0.6,0.9,0.9
2023-07-08T10:20:00-05:00,1.3,0.1,0.0
2023-07-08T10:25:00-05:00,1.1,0.0,0.0
2023-07-08T10:30:00-05:00,0.6,0.0,0.0
2023-07-08T10:35:00-05:00,1.0,0.0,0.0
2023-07-08T10:40:00-05:00,0.5,0.7,0.0
2023-07-08T10:45:00-05:00,0.4,1.7,0.0
2023-07-08T10:50:00-05:00,2.2,1.5,0.0
2023-07-08T10:55:00-05:00,5.1,1.7,1.2
2023-07-08T11:00:00-05:00,5.0,1.8,1.1
2023-07-08T11:05:00-05:00,3.2,1.7,0.6
2023-07-08T11:10:00-05:00,0.5,2.2,1.0
2023-07-08T11:15:00-05:00,0.4,2.9,0.0
2023-07-08T11:20:00-05:00,0.4,2.9,0.0
2023-07-08T11:25:00-05:00,0.4,3.0,0.0
2023-07-08T11:30:00-05:00,0.4,3.0,0.0
2023-07-08T11:35:00-05:00,0.3,3.0,0.7
2023-07-08T11:40:00-05:00,0.2,2.6,3.4
2023-07-08T11:45:00-05:00,1.6,2.0,3.3
2023-07-08T11:50:00-05:00,0.8,2.0,1.4
2023-07-08T11:55:00-05:00,1.1,2.0,0.0
2023-07-08T12:00:00-05:00,0.4,2.0,0.0
2023-07-08T12:05:00-05:00,5.0,2.5,0.0
2023-07-08T12:10:00-05:00,1.2,3.3,0.0
2023-07-08T12:15:00-05:00,0.5,2.7,0.0
2023-07-08T12:20:00-05:00,1.0,1.2,0.0
2023-07-08T12:25:00-05:00,0.2,0.4,0.0
2023-07-08T12:30:00-05:00,0.4,2.6,0.0
2023-07-08T12:35:00-05:00,0.4,3.5,0.0
2023-07-08T12:40:00-05:00,0.3,3.0,0.0
2023-07-08T12:45:00-05:00,0.4,3.4,0.0
2023-07-08T12:50:00-05:00,0.5,3.7,0.0
2023-07-08T12:55:00-05:00,0.4,3.1,0.0
2023-07-08T13:00:00-05:00,4.3,2.1,2.5
2023-07-08T13:05:00-05:00,1.4,2.6,0.0
2023-07-08T13:10:00-05:00,0.5,3.2,0.0
2023-07-08T13:15:00-05:00,0.4,3.5,0.0
2023-07-08T13:20:00-05:00,0.5,3.6,0.0
2023-07-08T13:25:00-05:00,0.3,2.4,0.0
2023-07-08T13:30:00-05:00,0.3,2.7,0.0
2023-07-08T13:35:00-05:00,0.4,3.8,0.0
2023-07-08T13:40:00-05:00,0.3,2.3,0.0
2023-07-08T13:45:00-05:00,0.3,1.7,0.0
2023-07-08T13:50:00-05:00,0.3,2.2,0.0
2023-07-08T13:55:00-05:00,0.4,3.2,0.0
2023-07-08T14:00:00-05:00,0.3,3.4,0.0
2023-07-08T14:05:00-05:00,0.1,3.1,2.1
2023-07-08T14:10:00-05:00,0.2,2.5,0.0
2023-07-08T14:15:00-05:00,0.6,1.7,0.0
2023-07-08T14:20:00-05:00,0.5,3.5,0.0
2023-07-08T14:25:00-05:00,0.6,3.9,0.0
2023-07-08T14:30:00-05:00,0.5,2.4,0.0
2023-07-08T14:35:00-05:00,0.3,3.9,0.0
2023-07-08T14:40:00-05:00,0.3,3.9,0.0
2023-07-08T14:45:00-05:00,0.3,3.8,0.0
2023-07-08T14:50:00-05:00,0.3,3.8,0.0
2023-07-08T14:55:00-05:00,0.3,3.7,0.0
2023-07-08T15:00:00-05:00,0.5,2.8,0.0
2023-07-08T15:05:00-05:00,0.4,3.1,0.0
2023-07-08T15:10:00-05:00,4.2,3.9,0.0
2023-07-08T15:15:00-05:00,9.3,3.8,0.0
2023-07-08T15:20:00-05:00,4.8,3.2,0.0
2023-07-08T15:25:00-05:00,2.9,3.7,0.0
2023-07-08T15:30:00-05:00,0.6,2.5,0.0
2023-07-08T15:35:00-05:00,0.3,2.8,0.0
2023-07-08T15:40:00-05:00,0.4,3.5,0.0
2023-07-08T15:45:00-05:00,8.0,1.5,0.0
2023-07-08T15:50:00-05:00,4.7,3.6,0.0
2023-07-08T15:55:00-05:00,1.2,3.6,0.0
2023-07-08T16:00:00-05:00,1.5,2.8,0.0
2023-07-08T16:05:00-05:00,1.2,3.5,0.0
2023-07-08T16:10:00-05:00,3.8,3.3,0.0
2023-07-08T16:15:00-05:00,3.9,3.4,0.0
2023-07-08T16:20:00-05:00,1.2,3.3,0.0
2023-07-08T16:25:00-05:00,6.1,3.2,0.3
2023-07-08T16:30:00-05:00,13.4,3.2,5.5
2023-07-08T16:35:00-05:00,13.5,3.2,1.6
2023-07-08T16:40:00-05:00,7.3,3.2,0.0
2023-07-08T16:45:00-05:00,5.1,3.1,0.0
2023-07-08T16:50:00-05:00,10.2,3.1,0.0
2023-07-08T16:55:00-05:00,8.6,3.1,0.0
2023-07-08T17:00:00-05:00,2.3,2.7,0.0
2023-07-08T17:05:00-05:00,2.1,3.0,0.0
2023-07-08T17:10:00-05:00,4.8,3.0,6.5
2023-07-08T17:15:00-05:00,5.7,2.8,1.1
2023-07-08T17:20:00-05:00,1.2,1.1,0.0
2023-07-08T17:25:00-05:00,1.0,1.0,0.0
2023-07-08T17:30:00-05:00,7.8,2.5,0.0
2023-07-08T17:35:00-05:00,4.9,2.5,0.0
2023-07-08T17:40:00-05:00,1.9,2.5,0.0
2023-07-08T17:45:00-05:00,1.0,1.3,0.5
2023-07-08T17:50:00-05:00,4.4,2.2,0.5
2023-07-08T17:55:00-05:00,4.4,2.3,0.0
2023-07-08T18:00:00-05:00,1.9,1.9,0.0
2023-07-08T18:05:00-05:00,1.1,1.9,0.0
2023-07-08T18:10:00-05:00,6.0,1.7,2.9
2023-07-08T18:15:00-05:00,7.0,1.6,10.2
2023-07-08T18:20:00-05:00,1.9,1.4,10.3
2023-07-08T18:25:00-05:00,1.2,1.2,4.1
2023-07-08T18:30:00-05:00,1.2,1.0,2.0
2023-07-08T18:35:00-05:00,4.3,1.0,7.1
2023-07-08T18:40:00-05:00,4.2,0.9,5.5
2023-07-08T18:45:00-05:00,1.3,0.7,0.0
2023-07-08T18:50:00-05:00,0.5,0.5,0.0
2023-07-08T18:55:00-05:00,1.7,0.4,0.0
2023-07-08T19:00:00-05:00,4.0,0.3,0.0
2023-07-08T19:05:00-05:00,2.2,0.3,1.8
2023-07-08T19:10:00-05:00,0.8,0.3,2.9
2023-07-08T19:15:00-05:00,1.7,0.3,0.1
2023-07-08T19:20:00-05:00,3.6,0.3,0.0
2023-07-08T19:25:00-05:00,1.9,0.3,5.3
2023-07-08T19:30:00-05:00,0.4,0.3,2.4
2023-07-08T19:35:00-05:00,1.5,0.3,0.0
2023-07-08T19:40:00-05:00,3.6,0.3,0.0
2023-07-08T19:45:00-05:00,1.8,0.3,0.0
2023-07-08T19:50:00-05:00,0.5,0.2,0.0
2023-07-08T19:55:00-05:00,1.0,0.2,2.2
2023-07-08T20:00:00-05:00,6.8,0.1,2.1
2023-07-08T20:05:00-05:00,6.8,0.1,0.0
2023-07-08T20:10:00-05:00,10.5,0.1,0.0
2023-07-08T20:15:00-05:00,5.5,0.1,0.0
2023-07-08T20:20:00-05:00,4.8,0.0,0.0
2023-07-08T20:25:00-05:00,3.8,0.0,4.3
2023-07-08T20:30:00-05:00,3.6,0.0,5.4
2023-07-08T20:35:00-05:00,3.3,0.0,0.5
2023-07-08T20:40:00-05:00,3.2,0.0,0.0
2023-07-08T20:45:00-05:00,3.1,0.0,0.1
2023-07-08T20:50:00-05:00,3.2,0.0,3.4
2023-07-08T20:55:00-05:00,3.2,0.0,3.3
2023-07-08T21:00:00-05:00,3.2,0.0,0.6
2023-07-08T21:05:00-05:00,3.1,0.0,0.0
2023-07-08T21:10:00-05:00,3.1,0.0,1.3
2023-07-08T21:15:00-05:00,3.1,0.0,3.7
2023-07-08T21:20:00-05:00,3.1,0.0,1.9
2023-07-08T21:25:00-05:00,3.1,0.0,0.5
2023-07-08T21:30:00-05:00,3.7,0.0,1.4
2023-07-08T21:35:00-05:00,4.5,0.0,3.4
2023-07-08T21:40:00-05:00,3.4,0.0,1.6
2023-07-08T21:45:00-05:00,3.4,0.0,0.2
2023-07-08T21:50:00-05:00,3.1,0.0,1.2
2023-07-08T21:55:00-05:00,3.1,0.0,3.4
2023-07-08T22:00:00-05:00,3.1,0.0,1.6
2023-07-08T22:05:00-05:00,3.1,0.0,0.3
2023-07-08T22:10:00-05:00,3.1,0.0,0.8
2023-07-08T22:15:00-05:00,3.1,0.0,6.6
2023-07-08T22:20:00-05:00,3.1,0.0,6.7
2023-07-08T22:25:00-05:00,3.1,0.0,10.4
2023-07-08T22:30:00-05:00,3.1,0.0,5.4
2023-07-08T22:35:00-05:00,3.1,0.0,4.8
2023-07-08T22:40:00-05:00,3.0,0.0,3.8
2023-07-08T22:45:00-05:00,3.0,0.0,3.6
2023-07-08T22:50:00-05:00,3.0,0.0,3.3
2023-07-08T22:55:00-05:00,3.0,0.0,3.2
2023-07-08T23:00:00-05:00,3.1,0.0,3.1
2023-07-08T23:05:00-05:00,3.0,0.0,3.2
2023-07-08T23:10:00-05:00,4.9,0.0,3.2
2023-07-08T23:15:00-05:00,4.9,0.0,3.2
2023-07-08T23:20:00-05:00,3.0,0.0,3.1
2023-07-08T23:25:00-05:00,1.5,0.0,3.1
2023-07-08T23:30:00-05:00,1.9,0.0,3.1
2023-07-08T23:35:00-05:00,3.1,0.0,3.1
2023-07-08T23:40:00-05:00,3.1,0.0,3.1
2023-07-08T23:45:00-05:00,3.1,0.0,3.7
2023-07-08T23:50:00-05:00,3.0,0.0,4.5
2023-07-08T23:55:00-05:00,0.4,0.0,3.4
