Date time,Home (kW),Solar (kW),Grid (kW)
2023-07-26T00:00:00-05:00,3.1,0.0,2.6
2023-07-26T00:05:00-05:00,2.6,0.0,0.2
2023-07-26T00:10:00-05:00,0.2,0.0,3.0
2023-07-26T00:15:00-05:00,3.0,0.0,3.1
2023-07-26T00:20:00-05:00,3.1,0.0,3.1
2023-07-26T00:25:00-05:00,3.1,0.0,3.1
2023-07-26T00:30:00-05:00,3.1,0.0,0.9
2023-07-26T00:35:00-05:00,0.9,0.0,0.2
2023-07-26T00:40:00-05:00,0.2,0.0,3.1
2023-07-26T00:45:00-05:00,3.1,0.0,3.1
2023-07-26T00:50:00-05:00,3.1,0.0,3.1
2023-07-26T00:55:00-05:00,3.1,0.0,1.4
2023-07-26T01:00:00-05:00,1.4,0.0,0.7
2023-07-26T01:05:00-05:00,0.7,0.0,3.0
2023-07-26T01:10:00-05:00,3.0,0.0,3.1
2023-07-26T01:15:00-05:00,3.1,0.0,2.1
2023-07-26T01:20:00-05:00,2.1,0.0,0.2
2023-07-26T01:25:00-05:00,0.2,0.0,0.8
2023-07-26T01:30:00-05:00,0.8,0.0,3.1
2023-07-26T01:35:00-05:00,3.1,0.0,3.1
2023-07-26T01:40:00-05:00,3.1,0.0,0.9
2023-07-26T01:45:00-05:00,0.9,0.0,0.2
2023-07-26T01:50:00-05:00,0.2,0.0,3.0
2023-07-26T01:55:00-05:00,3.0,0.0,3.0
2023-07-26T02:00:00-05:00,3.0,0.0,0.3
2023-07-26T02:05:00-05:00,0.3,0.0,2.2
2023-07-26T02:10:00-05:00,2.2,0.0,6.0
2023-07-26T02:15:00-05:00,6.0,0.0,3.1
2023-07-26T02:20:00-05:00,3.1,0.0,0.3
2023-07-26T02:25:00-05:00,0.3,0.0,0.2
2023-07-26T02:30:00-05:00,0.2,0.0,2.5
2023-07-26T02:35:00-05:00,2.5,0.0,3.0
2023-07-26T02:40:00-05:00,3.0,0.0,0.3
2023-07-26T02:45:00-05:00,0.3,0.0,0.2
2023-07-26T02:50:00-05:00,0.2,0.0,1.3
2023-07-26T02:55:00-05:00,1.3,0.0,3.0
2023-07-26T03:00:00-05:00,3.0,0.0,0.9
2023-07-26T03:05:00-05:00,0.9,0.0,0.2
2023-07-26T03:10:00-05:00,0.2,0.0,0.2
2023-07-26T03:15:00-05:00,0.2,0.0,3.0
2023-07-26T03:20:00-05:00,3.0,0.0,1.5
2023-07-26T03:25:00-05:00,1.5,0.0,0.2
2023-07-26T03:30:00-05:00,0.2,0.0,0.2
2023-07-26T03:35:00-05:00,0.2,0.0,4.6
2023-07-26T03:40:00-05:00,4.6,0.0,3.0
2023-07-26T03:45:00-05:00,3.0,0.0,0.9
2023-07-26T03:50:00-05:00,0.9,0.0,0.2
2023-07-26T03:55:00-05:00,0.2,0.0,0.2
2023-07-26T04:00:00-05:00,0.2,0.0,3.0
2023-07-26T04:05:00-05:00,3.0,0.0,3.0
2023-07-26T04:10:00-05:00,3.0,0.0,0.4
2023-07-26T04:15:00-05:00,0.4,0.0,0.2
2023-07-26T04:20:00-05:00,0.2,0.0,0.2
2023-07-26T04:25:00-05:00,0.2,0.0,1.9
2023-07-26T04:30:00-05:00,1.9,0.0,3.0
2023-07-26T04:35:00-05:00,3.0,0.0,0.9
2023-07-26T04:40:00-05:00,0.9,0.0,0.2
2023-07-26T04:45:00-05:00,0.2,0.0,0.2
